Date      , Firm_Id, Industry       , Revenue               , Cost_Of_Goods_Sold   , Operating_Expenses    , Market_Share
2022-09-30,       2, Banking        ,    81753.53258363367  ,   60255.64536410574  ,   16474.602823309604  , 0.01084534347553974
2022-12-31,       2, Banking        ,   142855.64929899387  ,   84964.29525301729  ,   24850.289999207598  , 0.01084534347553974
2023-03-31,       2, Banking        ,   151054.69198552633  ,   77614.67539137113  ,   36544.537983559574  , 0.01084534347553974
2023-06-30,       2, Banking        ,   227126.5457428567   ,  155442.86752810376  ,   26578.27804233231   , 0.01084534347553974
2023-09-30,       2, Banking        ,   109731.07324003389  ,   72614.4768337997   ,   26916.789935252436  , 0.01084534347553974
2023-12-31,       2, Banking        ,   188357.65147281234  ,  123639.65822058122  ,   42483.04760512194   , 0.01084534347553974
2024-03-31,       2, Banking        ,    98539.16860198329  ,   56938.635780747965 ,   13143.791130876913  , 0.01084534347553974
2024-06-30,       2, Banking        ,    98723.04709692979  ,   56172.967627859085 ,   23079.921789309352  , 0.01084534347553974
2010-03-31,       3, Banking        ,  1940574.355117531    , 1127281.097313258    ,  427540.3313113323    , 0.21342482147961173
2010-06-30,       3, Banking        ,  1353069.5017995217   , 1005831.5470140128   ,  248153.96927507402   , 0.21342482147961173
2010-09-30,       3, Banking        ,  1704136.5400620508   , 1239576.9886955302   ,  405358.4552489498    , 0.21342482147961173
2010-12-31,       3, Banking        ,  1819355.5819232613   ,  956793.7341563464   ,  371715.5744756666    , 0.21342482147961173
2011-03-31,       3, Banking        ,  1432317.0282575588   , 1072446.5334342136   ,  292964.34656571975   , 0.21342482147961173
2011-06-30,       3, Banking        ,  1288107.8873623936   ,  728116.572114672    ,  271230.57368275645   , 0.21342482147961173
2011-09-30,       3, Banking        ,  1790877.1110425573   ,  863250.7984540084   ,  269256.6001746472    , 0.21342482147961173
2011-12-31,       3, Banking        ,  1491491.9638527662   ,  747094.2476600085   ,  293864.566374311     , 0.21342482147961173
2012-03-31,       3, Banking        ,  1104108.9035731028   ,  584936.3358331278   ,  170089.9245535654    , 0.21342482147961173
2012-06-30,       3, Banking        ,  1516872.5187325953   ,  800885.8743932494   ,  254813.53961152103   , 0.21342482147961173
2012-09-30,       3, Banking        ,  3785272.4298002557   , 2011067.1415669736   ,  454148.54036536877   , 0.21342482147961173
2012-12-31,       3, Banking        ,  1043915.2037796351   ,  493625.8621400396   ,  251666.84147575346   , 0.21342482147961173
2013-03-31,       3, Banking        ,  3720629.2058394216   , 2700257.679852387    ,  418244.3488320064    , 0.21342482147961173
2013-06-30,       3, Banking        ,   949226.9953903547   ,  676797.3724035948   ,  173460.01438135028   , 0.21342482147961173
2013-09-30,       3, Banking        ,  1675516.6543960006   , 1144848.1675466208   ,  288281.87630569714   , 0.21342482147961173
2013-12-31,       3, Banking        ,  1187787.10059373     ,  885597.2136798064   ,  185901.56337686128   , 0.21342482147961173
2014-03-31,       3, Banking        ,  1482462.3741795782   , 1035869.4961448119   ,  274792.5173001163    , 0.21342482147961173
2014-06-30,       3, Banking        ,  3368583.052426245    , 1580045.8354274489   ,  355463.933134217     , 0.21342482147961173
2014-09-30,       3, Banking        ,  2069882.922305752    , 1263257.5838219419   ,  439822.4102677855    , 0.21342482147961173
2014-12-31,       3, Banking        ,  1562470.98476716     , 1131150.440800915    ,  293388.97337800945   , 0.21342482147961173
2015-03-31,       3, Banking        ,  2744721.9120086697   , 1546253.26502243     ,  373728.81449307845   , 0.21342482147961173
2015-06-30,       3, Banking        ,  2625211.3187645595   , 1342831.2886205895   ,  361534.56261007796   , 0.21342482147961173
2015-09-30,       3, Banking        ,  1338001.7950984547   ,  954619.0566682214   ,  285730.10917000764   , 0.21342482147961173
2015-12-31,       3, Banking        ,  1450066.2499862397   ,  672930.7080500923   ,  203445.5597713639    , 0.21342482147961173
2016-03-31,       3, Banking        ,  1895275.9023366072   , 1123639.3534692163   ,  425879.3428844312    , 0.21342482147961173
2016-06-30,       3, Banking        ,  1599363.7182676853   ,  867387.9983999755   ,  355791.0305784277    , 0.21342482147961173
2016-09-30,       3, Banking        ,  2237823.9201601264   , 1329298.2684031597   ,  364945.1457329931    , 0.21342482147961173
2016-12-31,       3, Banking        ,  3244152.714777398    , 2223543.825252209    ,  635543.1537705022    , 0.21342482147961173
2017-03-31,       3, Banking        ,  2057032.126481991    , 1300921.3295861976   ,  402142.8860561044    , 0.21342482147961173
2017-06-30,       3, Banking        ,  1934498.0772163514   , 1192511.0531277247   ,  219856.313245855     , 0.21342482147961173
2017-09-30,       3, Banking        ,  2190404.8951045186   , 1281985.1381792345   ,  518185.6012704416    , 0.21342482147961173
2017-12-31,       3, Banking        ,  3771446.2896537646   , 2034272.250739742    ,  673355.3081350385    , 0.21342482147961173
2018-03-31,       3, Banking        ,  2793988.6633983734   , 1642317.8307202188   ,  632317.9464059428    , 0.21342482147961173
2018-06-30,       3, Banking        ,  2455454.619063789    , 1671367.3644566017   ,  269941.3775710645    , 0.21342482147961173
2018-09-30,       3, Banking        ,  1996179.765916165    , 1106330.7794345375   ,  262237.37462876213   , 0.21342482147961173
2018-12-31,       3, Banking        ,  1564370.442323524    ,  976002.8663602924   ,  236586.75282585467   , 0.21342482147961173
2019-03-31,       3, Banking        ,   794585.8912355505   ,  496957.7202939829   ,  127169.55723497544   , 0.21342482147961173
2019-06-30,       3, Banking        ,  4275392.110249738    , 2818767.181660664    ,  543017.9403524311    , 0.21342482147961173
2019-09-30,       3, Banking        ,  1403599.6696445786   ,  999777.4217414901   ,  248837.7404239152    , 0.21342482147961173
2019-12-31,       3, Banking        ,  3704388.038279369    , 2748408.118554326    ,  704909.1456867709    , 0.21342482147961173
2020-03-31,       3, Banking        ,  2426528.102040303    , 1343143.4540992172   ,  369178.9791167414    , 0.21342482147961173
2020-06-30,       3, Banking        ,  1534998.2105834817   ,  705395.2335129386   ,  279841.37372131826   , 0.21342482147961173
2020-09-30,       3, Banking        ,   803865.0320775869   ,  577388.2610515637   ,   95910.95350712087   , 0.21342482147961173
2020-12-31,       3, Banking        ,  2328432.5358822304   , 1278378.9752080801   ,  345160.8194272138    , 0.21342482147961173
2021-03-31,       3, Banking        ,  1865200.2048510201   , 1224196.9507492634   ,  329671.43545737397   , 0.21342482147961173
2021-06-30,       3, Banking        ,  1323093.4879810035   ,  657700.9145194947   ,  207187.03935586236   , 0.21342482147961173
2021-09-30,       3, Banking        ,  2039330.566949001    , 1521089.9666885978   ,  368075.9126400317    , 0.21342482147961173
2021-12-31,       3, Banking        ,  1390865.328628682    , 1011454.6913671826   ,  188347.47777721877   , 0.21342482147961173
2022-03-31,       3, Banking        ,  2047982.0894387024   , 1364273.1369122071   ,  223949.30802200444   , 0.21342482147961173
2022-06-30,       3, Banking        ,  3592555.898053527    , 1775878.4379243231   ,  430990.09084451      , 0.21342482147961173
2022-09-30,       3, Banking        ,  2682524.7845604657   , 1810395.3894337688   ,  280513.82419806335   , 0.21342482147961173
2022-12-31,       3, Banking        ,  2289729.1651121764   , 1626084.354677179    ,  350607.91063757765   , 0.21342482147961173
2023-03-31,       3, Banking        ,  1338460.4787882857   ,  898403.5330175209   ,  170443.01296787604   , 0.21342482147961173
2023-06-30,       3, Banking        ,  1732073.1411940223   , 1072481.5500743627   ,  391632.9920303177    , 0.21342482147961173
2023-09-30,       3, Banking        ,  1954481.9827505483   , 1016262.0745744938   ,  295984.8549200052    , 0.21342482147961173
2023-12-31,       3, Banking        ,  1336447.9923368338   ,  791432.4495474374   ,  204831.56421185296   , 0.21342482147961173
2024-03-31,       3, Banking        ,  1683334.5910099726   , 1052521.5261553566   ,  354381.2731408749    , 0.21342482147961173
2024-06-30,       3, Banking        ,  4522910.61350512     , 2792095.3003575928   ,  850218.16274411      , 0.21342482147961173
2010-03-31,       4, Banking        ,   539771.6995882894   ,  276105.78377151815  ,  132351.54032908444   , 0.03696119543911789
2010-06-30,       4, Banking        ,   317365.07415692805  ,  210503.72922104053  ,   41233.98703412481   , 0.03696119543911789
2010-09-30,       4, Banking        ,   358060.6164261004   ,  237096.6505922071   ,   77042.80187750208   , 0.03696119543911789
2010-12-31,       4, Banking        ,   650639.872367309    ,  309826.28395743284  ,  114457.69927226627   , 0.03696119543911789
2011-03-31,       4, Banking        ,   303436.6462652166   ,  190608.25943831765  ,   47149.37347775975   , 0.03696119543911789
2011-06-30,       4, Banking        ,   397458.0008001597   ,  233021.8323797956   ,   72452.80485328086   , 0.03696119543911789
2011-09-30,       4, Banking        ,   187592.454024422    ,  122942.74129761242  ,   21231.754595217335  , 0.03696119543911789
2011-12-31,       4, Banking        ,   360042.83774655143  ,  177014.1365998243   ,   36150.68976235225   , 0.03696119543911789
2012-03-31,       4, Banking        ,   319158.682942722    ,  201654.2107502912   ,   69941.52450326149   , 0.03696119543911789
2012-06-30,       4, Banking        ,   218073.1647546477   ,  105113.39708434687  ,   49635.440907885466  , 0.03696119543911789
2012-09-30,       4, Banking        ,   262555.17292735574  ,  191634.14247869255  ,   65281.56630024822   , 0.03696119543911789
2012-12-31,       4, Banking        ,   599663.1484326735   ,  306728.02604997944  ,   94077.72592852639   , 0.03696119543911789
2013-03-31,       4, Banking        ,   353457.3267538031   ,  164155.6183252281   ,   76780.53560626616   , 0.03696119543911789
2013-06-30,       4, Banking        ,   378274.8628259943   ,  264180.4559292268   ,   80411.88817878599   , 0.03696119543911789
2013-09-30,       4, Banking        ,   403754.864939166    ,  204268.26530201494  ,   54649.739858879126  , 0.03696119543911789
2013-12-31,       4, Banking        ,   397245.9018236807   ,  254288.053475707    ,   93821.50514198169   , 0.03696119543911789
2014-03-31,       4, Banking        ,   455983.36482983624  ,  298621.05199203687  ,   76510.49307555472   , 0.03696119543911789
2014-06-30,       4, Banking        ,   165910.28163442554  ,  110186.78116871913  ,   38980.64004730484   , 0.03696119543911789
2014-09-30,       4, Banking        ,   435950.09648977127  ,  253558.778491373    ,   81358.28897743368   , 0.03696119543911789
2014-12-31,       4, Banking        ,   794520.0667713404   ,  442236.809731137    ,  126108.06552769642   , 0.03696119543911789
2015-03-31,       4, Banking        ,   243596.91628864824  ,  126355.57602421647  ,   44195.154340091576  , 0.03696119543911789
2015-06-30,       4, Banking        ,   335736.2064900556   ,  194545.1794516231   ,   50334.36706234516   , 0.03696119543911789
2015-09-30,       4, Banking        ,   473819.54320098594  ,  236918.88220172905  ,  109828.70123349792   , 0.03696119543911789
2015-12-31,       4, Banking        ,   508011.0488748421   ,  304109.1748197359   ,  107301.6551626006    , 0.03696119543911789
2016-03-31,       4, Banking        ,   457427.96948627784  ,  312684.7606225188   ,   55563.408519542456  , 0.03696119543911789
2016-06-30,       4, Banking        ,   491919.9582816328   ,  251549.85154833153  ,  101881.3518588412    , 0.03696119543911789
2016-09-30,       4, Banking        ,   633459.7747239372   ,  304614.84832097206  ,  114321.88088064743   , 0.03696119543911789
2016-12-31,       4, Banking        ,   323381.6224074956   ,  182272.9098251959   ,   54505.98309353313   , 0.03696119543911789
2017-03-31,       4, Banking        ,   335767.97908209596  ,  205475.96511974814  ,   58072.28823437791   , 0.03696119543911789
2017-06-30,       4, Banking        ,   894829.9643641225   ,  512457.08792523574  ,  193088.46521521764   , 0.03696119543911789
2017-09-30,       4, Banking        ,   332042.81264267926  ,  205751.16035461565  ,   68874.59841379208   , 0.03696119543911789
2017-12-31,       4, Banking        ,   311163.316956388    ,  195942.2818598919   ,   69706.75155314774   , 0.03696119543911789
2018-03-31,       4, Banking        ,   314055.2808830489   ,  162745.10944772797  ,   51360.45282960134   , 0.03696119543911789
2018-06-30,       4, Banking        ,   374251.2556657491   ,  200740.47120240648  ,   71947.01179010447   , 0.03696119543911789
2018-09-30,       4, Banking        ,   294955.4599440095   ,  196979.71423990943  ,   55730.19296195372   , 0.03696119543911789
2018-12-31,       4, Banking        ,   275451.70599197637  ,  132399.66351683426  ,   65505.880409858924  , 0.03696119543911789
2019-03-31,       4, Banking        ,   531841.9141548504   ,  299070.9884974992   ,   58682.49592901912   , 0.03696119543911789
2019-06-30,       4, Banking        ,   429803.4623829274   ,  203381.4165709827   ,   49701.20228109023   , 0.03696119543911789
2019-09-30,       4, Banking        ,   287910.1780142765   ,  143856.0919878825   ,   36837.56943886698   , 0.03696119543911789
2019-12-31,       4, Banking        ,   272120.6281215759   ,  190823.83851952688  ,   40769.64637815612   , 0.03696119543911789
2020-03-31,       4, Banking        ,   215401.4027215483   ,  136213.02276365133  ,   33795.58719603339   , 0.03696119543911789
2020-06-30,       4, Banking        ,   245321.20470540322  ,  165168.60847496323  ,   32097.083408612925  , 0.03696119543911789
2020-09-30,       4, Banking        ,   397218.13034245383  ,  192364.8716403244   ,   64419.123427606566  , 0.03696119543911789
2020-12-31,       4, Banking        ,   556625.955844266    ,  394678.6632521848   ,  132724.13876908814   , 0.03696119543911789
2021-03-31,       4, Banking        ,   176277.25042287202  ,  127895.56475535098  ,   33150.740896502066  , 0.03696119543911789
2021-06-30,       4, Banking        ,   107824.37806410759  ,   49583.471665991085 ,   25544.93428090431   , 0.03696119543911789
2021-09-30,       4, Banking        ,   396641.66835479456  ,  198183.59426752804  ,   41679.84983187979   , 0.03696119543911789
2021-12-31,       4, Banking        ,   178119.0792458627   ,   96797.37999622495  ,   38665.08444210486   , 0.03696119543911789
2022-03-31,       4, Banking        ,   228513.8073987553   ,  117411.36206655003  ,   40510.02568563822   , 0.03696119543911789
2022-06-30,       4, Banking        ,   246190.37981130628  ,  182836.3370239556   ,   41568.83897449796   , 0.03696119543911789
2022-09-30,       4, Banking        ,   511469.313745983    ,  312262.71377046866  ,   65298.99611303067   , 0.03696119543911789
2022-12-31,       4, Banking        ,   352390.76767953543  ,  190248.2954581027   ,   51621.91347495825   , 0.03696119543911789
2023-03-31,       4, Banking        ,   190428.46095694063  ,  131383.1853000132   ,   29022.83037179335   , 0.03696119543911789
2023-06-30,       4, Banking        ,   152911.0776279175   ,   90289.33497256132  ,   29625.97051352392   , 0.03696119543911789
2023-09-30,       4, Banking        ,   507146.66565387597  ,  317593.54052834294  ,   73083.23335841448   , 0.03696119543911789
2023-12-31,       4, Banking        ,   280486.36246661685  ,  186304.02337043922  ,   50248.335120473384  , 0.03696119543911789
2024-03-31,       4, Banking        ,   177769.2995325478   ,  106502.22459002449  ,   38185.45744995199   , 0.03696119543911789
2024-06-30,       4, Banking        ,  1005028.4371376736   ,  483312.59127989644  ,  150909.4637670173    , 0.03696119543911789
2010-03-31,       5, Banking        ,   849060.5080395548   ,  543375.1488349781   ,  178630.18251628295   , 0.12163387566090914
2010-06-30,       5, Banking        ,   975213.134903777    ,  686977.6083407684   ,  115481.35880963347   , 0.12163387566090914
2010-09-30,       5, Banking        ,  1233526.7016614552   ,  815587.9220150752   ,  291844.52369726857   , 0.12163387566090914
2010-12-31,       5, Banking        ,  1530743.6139939348   ,  975739.4240733278   ,  230193.03879799985   , 0.12163387566090914
2011-03-31,       5, Banking        ,   899734.9468934904   ,  414119.59434348263  ,  202078.82794204756   , 0.12163387566090914
2011-06-30,       5, Banking        ,  1670571.50688328     ,  924757.6265890511   ,  360969.0365137431    , 0.12163387566090914
